n_ot,producto_id,descripcion,cantidad,anio,mes,km,tipo_ot_desc,c_repuesto,descripcion_repuesto,marca_repuesto
10000043,SIN_CODIGO,Pastillas De Freno Delt.,1.0,2023,6,58218,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000062,SHAMPOO01,Shampoo Limpia Parabrisas,1.0,2024,1,224825,Reparación / Servicio,SHAMPOO01,REPUESTO FALTANTE,SIN MARCA
10000063,SIN_CODIGO,Jgo. Ponchos De Palier,2.0,2024,1,117061,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000064,SIN_CODIGO,Filtro De Aire De Motor,1.0,2024,2,23106,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000096,01001-01013,Refrigerante Rosado,0.5,2024,3,10724,Reparación / Servicio,01001-01013,REPUESTO FALTANTE,SIN MARCA
10000091,01001-07003,Seguro De Ruedas Orig.(land Rover),1.0,2024,3,64988,Reparación / Servicio,01001-07003,REPUESTO FALTANTE,SIN MARCA
10000081,01001-02011,Bateria Bosch - 90d-26l (75d24-b),1.0,2024,2,61170,Reparación / Servicio,01001-02011,REPUESTO FALTANTE,SIN MARCA
10000101,SIN_CODIGO,Filtro De Aceite De Motor,1.0,2024,3,10942,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000092,01001-06020,Filtro De Aire (civic),1.0,2024,3,59832,Reparación / Servicio,01001-06020,REPUESTO FALTANTE,SIN MARCA
10000072,01001-21007,Guantes Nitrilo T/m Negro Gatamo Caj.x 100,6.0,2024,2,1,Reparación / Servicio,01001-21007,REPUESTO FALTANTE,SIN MARCA
10000114,01001-06027,Filtro De Aire (honda),1.0,2024,3,121583,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000112,01001-06028,Filtro De Cabina A/c (honda),1.0,2024,3,67611,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000072,01001-21021,Cinta De Embalaje,2.0,2024,2,1,Reparación / Servicio,01001-21021,REPUESTO FALTANTE,SIN MARCA
10000140,MC,Material Consumible,1.0,2024,4,63196,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000141,01001-06047,Filtro De Aire (bmw),1.0,2024,4,114209,Reparación / Servicio,01001-06047,REPUESTO FALTANTE,SIN MARCA
10000072,01001-21010,Pasta De Cobre Cu 800 En Lata  1000 Gr.,1.0,2024,2,1,Reparación / Servicio,01001-21010,REPUESTO FALTANTE,SIN MARCA
10000121,01001-03033,Faja De Accesorios Y A/c,1.0,2024,3,78897,Reparación / Servicio,01001-03033,REPUESTO FALTANTE,SIN MARCA
10000156,01001-06002,Filtro De Aceite Std.,1.0,2024,4,35664,Reparación / Servicio,01001-06002,REPUESTO FALTANTE,SIN MARCA
10000158,SIN_CODIGO,Foco Neblinero,1.0,2024,4,60583,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000130,MC,Material Consumible,1.0,2024,4,35600,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000115,01001-02017,Pila De Llavero 3v.(cr2450),1.0,2024,3,78591,Reparación / Servicio,01001-02017,REPUESTO FALTANTE,SIN MARCA
10000127,01001-01001,Aceite De Motor  5w30 Sash,8.0,2024,4,47368,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10000137,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2024,4,11251,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000211,SIN_CODIGO,Aceite De Caja Cvt,9.0,2024,6,75990,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000199,SIN_CODIGO,Terminales De Direccion,2.0,2024,5,130635,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000179,01001-06028,Filtro De Cabina A/c (honda),1.0,2024,5,31395,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000158,01001-09004,Plumilla Post.,1.0,2024,4,60583,Reparación / Servicio,01001-09004,REPUESTO FALTANTE,SIN MARCA
10000161,SIN_CODIGO,Soporte Motor Izquierdo,1.0,2024,4,65694,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000221,01001-01502,Grasa De Palier ( Pote ),2.0,2024,6,129751,Reparación / Servicio,01001-01502,REPUESTO FALTANTE,SIN MARCA
10000178,01001-03007,Arandela De Tapon De Carter,1.0,2024,5,105305,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000171,01001-09008,Lampara Reflector Post. Izq.,1.0,2024,5,38,Reparación / Servicio,01001-09008,REPUESTO FALTANTE,SIN MARCA
10000166,01001-04010,Kit De Accesorios De Bomba De D/h (7 Pzas)(cr-v),1.0,2024,5,157326,Reparación / Servicio,01001-04010,REPUESTO FALTANTE,SIN MARCA
10000168,01001-01001,Aceite De Motor  5w30 Sash,8.0,2024,5,93750,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10000166,01001-03046,Reten De Cigue�al Del. (91212-pnc-004),1.0,2024,5,157326,Reparación / Servicio,01001-03046,REPUESTO FALTANTE,SIN MARCA
10000166,01001-03022,Anillo De Base De Filtro Aceite (15313-rza-003),1.0,2024,5,157326,Reparación / Servicio,01001-03022,REPUESTO FALTANTE,SIN MARCA
10000166,01001-03015,Empaque Vtc (15845-raa-a01),1.0,2024,5,157326,Reparación / Servicio,01001-03015,REPUESTO FALTANTE,SIN MARCA
10000183,01001-01002,Aceite De Motor 10w30 Sash,5.5,2024,5,112000,Reparación / Servicio,01001-01002,REPUESTO FALTANTE,SIN MARCA
10000204,SIN_CODIGO,Pitones,4.0,2024,6,14739,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000188,01001-05046,Amortiguador Delt. Izq. Kyb (nissan),1.0,2024,5,53412,Reparación / Servicio,01001-05046,REPUESTO FALTANTE,SIN MARCA
10000213,01001-06068,Filtro De Aire (santa Fe),1.0,2024,6,104616,Reparación / Servicio,01001-06068,REPUESTO FALTANTE,SIN MARCA
10000213,01001-03007,Arandela De Tapon De Carter,1.0,2024,6,104616,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000213,01001-01002,Aceite De Motor 10w30 Sash,5.0,2024,6,104616,Reparación / Servicio,01001-01002,REPUESTO FALTANTE,SIN MARCA
10000211,SIN_CODIGO,Kit De Anillos,1.0,2024,6,75990,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000235,SIN_CODIGO,Termostato,1.0,2024,7,98096,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000243,01001-09023,Tapa De Llenado De Aceite De Motor,1.0,2024,7,84015,Reparación / Servicio,01001-09023,REPUESTO FALTANTE,SIN MARCA
10000245,SIN_CODIGO,Elevador De Octanaje,1.0,2024,7,51734,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000251,SIN_CODIGO,Aceite De Motor 5w30,7.0,2024,7,36553,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000251,SIN_CODIGO,Kit De Limp. De Inyeccion Y Gasolina,1.0,2024,7,36553,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000259,01001-03046,Reten De Cigue�al Del. (91212-pnc-004),1.0,2024,7,311324,Reparación / Servicio,01001-03046,REPUESTO FALTANTE,SIN MARCA
10000259,SIN_CODIGO,Juego De Plumillas (3),1.0,2024,7,311324,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000316,MC,Material Consumible,1.0,2024,9,90671,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000233,01001-02005,Bateria Quickstart - Smf-75d23l,1.0,2024,6,53450,Reparación / Servicio,01001-02005,REPUESTO FALTANTE,SIN MARCA
10000237,SIN_CODIGO,Shampoo Limpiaparabrisas,1.0,2024,7,204581,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000281,SIN_CODIGO,Filtro De Aire De Motor,2.0,2024,8,46643,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000231,01001-06078,Filtro De Cabina A/c (audi),1.0,2024,6,71712,Reparación / Servicio,01001-06078,REPUESTO FALTANTE,SIN MARCA
10000237,01001-09021,"Plumilla 20""""",1.0,2024,7,204581,Reparación / Servicio,01001-09021,REPUESTO FALTANTE,SIN MARCA
10000231,SIN_CODIGO,Pastillas De Freno Delt (ceramica),1.0,2024,6,71712,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000236,01001-06083,Filtro De Cabina A/c (hyundai),1.0,2024,7,138199,Reparación / Servicio,01001-06083,REPUESTO FALTANTE,SIN MARCA
10000242,01001-09016,"Plumilla 16""""",1.0,2024,7,72579,Reparación / Servicio,01001-09016,REPUESTO FALTANTE,SIN MARCA
10000245,01001-05059,Bocina De Trapecio Delt. (subaru),2.0,2024,7,51734,Reparación / Servicio,01001-05059,REPUESTO FALTANTE,SIN MARCA
10000245,01001-02004,Bateria Quickstart - Smf-56219,1.0,2024,7,51734,Reparación / Servicio,01001-02004,REPUESTO FALTANTE,SIN MARCA
10000256,01001-01001,Aceite De Motor  5w30,6.0,2024,7,17746,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10000235,SIN_CODIGO,Reten De Bujias,1.0,2024,7,98096,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000072,BPA000000000001,Abrillantador De Llantas,2.0,2024,2,1,Reparación / Servicio,BPA000000000001,ABRILLANTADOR DE LLANTAS,SIN MARCA
10000072,BPA000000000002,Pa�o De Absorcion 3d,1.0,2024,2,1,Reparación / Servicio,BPA000000000002,PA�O DE ABSORCION 3D,SIN MARCA
10000277,SIN_CODIGO,Zincado Tubo De Escape,1.0,2024,8,41085,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000278,SIN_CODIGO,Filtro De Cabina O Ac,1.0,2024,8,76956,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000241,SIN_CODIGO,Filtro De Aceite De Motor,1.0,2024,7,129469,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000241,01001-03010,Abrazadera Multiuso,1.0,2024,7,129469,Reparación / Servicio,01001-03010,REPUESTO FALTANTE,SIN MARCA
10000241,01001-04015,Poncho De Palier Int.,1.0,2024,7,129469,Reparación / Servicio,01001-04015,REPUESTO FALTANTE,SIN MARCA
10000271,SIN_CODIGO,Filtro De Aire De Motor,1.0,2024,8,76791,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000281,01001-06015,Filtro De Cabina A/c (land Rover),1.0,2024,8,46643,Reparación / Servicio,01001-06015,REPUESTO FALTANTE,SIN MARCA
10000258,SIN_CODIGO,Silicona Automtriz,1.0,2024,7,92038,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000274,01001-10002,Manguera De A/c (alta) (volvo),1.0,2024,8,33443,Reparación / Servicio,01001-10002,REPUESTO FALTANTE,SIN MARCA
10000287,MC,Material Consumible,1.0,2024,8,72671,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000273,01001-09020,"Plumilla 12""""",1.0,2024,8,10066,Reparación / Servicio,01001-09020,REPUESTO FALTANTE,SIN MARCA
10000277,01001-01006,Liquido De Freno Dot4  500ml,1.0,2024,8,41085,Reparación / Servicio,01001-01006,REPUESTO FALTANTE,SIN MARCA
10000283,01001-06042,Filtro De Aire (mazda),1.0,2024,8,47346,Reparación / Servicio,01001-06042,REPUESTO FALTANTE,SIN MARCA
10000189,01001-09024,"Plumilla 15""""",1.0,2024,5,138480,Reparación / Servicio,01001-09024,REPUESTO FALTANTE,SIN MARCA
10000263,SIN_CODIGO,Reten De Cigue�al Psoterior (original),1.0,2024,7,120874,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000285,MC,Material Consumible,1.0,2024,8,2,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000285,SIN_CODIGO,Guardapolvo Palier,1.0,2024,8,2,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000241,SIN_CODIGO,Guardapolvo Interior De Palier,1.0,2024,7,129469,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000302,01001-01001,Aceite De Motor 5w30,4.0,2024,8,15661,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10000301,SIN_CODIGO,Flush (lavado Motor),1.0,2024,8,35407,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000301,MC,Material Consumible,1.0,2024,8,35407,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000285,SIN_CODIGO,Aceite Atf+4 / Psf+4 Mopar 1/4 Gl,1.0,2024,8,2,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000314,01001-06028,Filtro De Cabina A/c (honda),2.0,2024,9,164673,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000314,01001-06027,Filtro De Aire (honda),1.0,2024,9,164673,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000314,01001-03027,Bujias (honda),4.0,2024,9,164673,Reparación / Servicio,01001-03027,REPUESTO FALTANTE,SIN MARCA
10000318,01001-06001,Filtro De Aire,1.0,2024,9,159318,Reparación / Servicio,01001-06001,REPUESTO FALTANTE,SIN MARCA
10000322,01001-06071,Filtro De Cabina A/c,1.0,2024,9,19459,Reparación / Servicio,01001-06071,REPUESTO FALTANTE,SIN MARCA
10000302,MC,Material Consumible,1.0,2024,8,15661,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000241,01001-03086,Bomba De Agua Electronica,1.0,2024,7,129469,Reparación / Servicio,01001-03086,REPUESTO FALTANTE,SIN MARCA
10000324,SIN_CODIGO,Kit De Accesorios De Bomba,1.0,2024,9,121154,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000320,01001-02516,Interruptor Start & Stop,1.0,2024,9,55851,Reparación / Servicio,01001-02516,REPUESTO FALTANTE,SIN MARCA
10000330,01001-01018,Aceite De Motor  20w50,4.0,2024,9,128434,Reparación / Servicio,01001-01018,REPUESTO FALTANTE,SIN MARCA
10000330,01001-06087,Filtro De Gasolina,1.0,2024,9,128434,Reparación / Servicio,01001-06087,REPUESTO FALTANTE,SIN MARCA
10000166,01001-02009,Foco Lagrimon 01 Contacto,2.0,2024,5,157326,Reparación / Servicio,01001-02009,REPUESTO FALTANTE,SIN MARCA
10000329,01001-03007,Arandela De Tapon De Carter,1.0,2024,9,98551,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000315,01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,2.0,2024,9,82075,Reparación / Servicio,01001-04008,REPUESTO FALTANTE,SIN MARCA
10000324,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2024,9,121154,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000328,01001-05072,Articulacion De Barra Estabilizadora Delt.,2.0,2024,9,51097,Reparación / Servicio,01001-05072,REPUESTO FALTANTE,SIN MARCA
10000329,01001-03012,Empaque De Tapa De Balancines,1.0,2024,9,98551,Reparación / Servicio,01001-03012,REPUESTO FALTANTE,SIN MARCA
10000299,MC,Material Consumible,1.0,2024,8,98280,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000321,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2024,9,37073,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000225,01001-25004,Modulo Electronico Abs (jeep),1.0,2024,6,68392,Reparación / Servicio,01001-25004,REPUESTO FALTANTE,SIN MARCA
10000336,SIN_CODIGO,Bujias,1.0,2024,9,341487,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000372,SIN_CODIGO,Filtro De Aceite De Motor,1.0,2024,10,19885,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000372,01001-03007,Arandela De Tapon De Carter,1.0,2024,10,19885,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000142,SIN_CODIGO,Insumos,1.0,2024,4,141896,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000342,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2024,9,50763,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000357,SIN_CODIGO,Filtro De Aceite,1.0,2024,10,114437,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000381,SIN_CODIGO,Filtro De Cabina O Ac,1.0,2024,10,119788,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000381,SIN_CODIGO,Bujias Conv.,4.0,2024,10,119788,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000368,SIN_CODIGO,Combustible Primium,1.0,2024,10,135592,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000370,SIN_CODIGO,Empaque De Tapa De Balancines,2.0,2024,10,208717,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000343,01001-03007,Arandela De Tapon De Carter,1.0,2024,9,54284,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000340,SIN_CODIGO,Liquido Lavaparabrisas,1.0,2024,9,88883,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000340,SIN_CODIGO,Liquido De Freno,1.0,2024,9,88883,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000340,SIN_CODIGO,Aceite Edge Professional E 0w20 Volvo,6.0,2024,9,88883,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000340,SIN_CODIGO,Juego De Bujias,1.0,2024,9,88883,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000382,01001-01032,Aceite De Motor Sae 5w-30,5.0,2024,10,76470,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000386,MC,Material Consumible,1.0,2024,11,93987,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000403,01001-01033,Aceite De Motor Sae 5w-30,5.0,2024,11,66474,Reparación / Servicio,01001-01033,REPUESTO FALTANTE,SIN MARCA
10000415,MC,Material Consumible,1.0,2024,11,128220,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000428,01001-01033,Aceite De Motor Sae 5w-30,5.0,2024,12,146669,Reparación / Servicio,01001-01033,REPUESTO FALTANTE,SIN MARCA
10000430,SIN_CODIGO,Sensor De Rueda Posterior Derecha (original),1.0,2024,12,50091,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000399,01001-06072,Filtro De Aceite,1.0,2024,11,45053,Reparación / Servicio,01001-06072,REPUESTO FALTANTE,SIN MARCA
10000399,SIN_CODIGO,Filtro De Cabina,1.0,2024,11,45053,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000415,SIN_CODIGO,Trapecio Delantero Derecho,1.0,2024,11,128220,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000417,SIN_CODIGO,Pastillas De Freno Delanteras,1.0,2024,11,63249,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000418,SIN_CODIGO,Filtro De Cabina O Polen,1.0,2024,11,54002,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000393,01001-06072,Filtro De Aceite,1.0,2024,11,95359,Reparación / Servicio,01001-06072,REPUESTO FALTANTE,SIN MARCA
10000405,MC,Material Consumible,1.0,2024,11,122215,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000456,01001-03072,Empaque De Tapa De Balancines,1.0,2024,12,109749,Reparación / Servicio,01001-03072,REPUESTO FALTANTE,SIN MARCA
10000447,01001-06015,Filtro De Cabina A/c (land Rover),1.0,2024,12,71377,Reparación / Servicio,01001-06015,REPUESTO FALTANTE,SIN MARCA
10000447,MC,Material Consumible,1.0,2024,12,71377,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000455,MC,Material Consumible,1.0,2024,12,32499,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000456,01001-06025,Filtro De Aire,1.0,2024,12,109749,Reparación / Servicio,01001-06025,REPUESTO FALTANTE,SIN MARCA
10000456,01001-05005,Esparrago De Rueda,2.0,2024,12,109749,Reparación / Servicio,01001-05005,REPUESTO FALTANTE,SIN MARCA
10000458,01001-02054,Foco Iodo H11 12v 55w.,1.0,2024,12,58672,Reparación / Servicio,01001-02054,REPUESTO FALTANTE,SIN MARCA
10000464,01001-02054,Foco Iodo H11 12v 55w.,1.0,2025,1,80315,Reparación / Servicio,01001-02054,REPUESTO FALTANTE,SIN MARCA
10000465,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,1,145434,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000445,SIN_CODIGO,Evaporador A/c,1.0,2024,12,77876,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000446,SIN_CODIGO,Pastillas Delanteras Ceramica,1.0,2024,12,62405,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000432,01001-02008,Foco Lagrima Chico W5w 12v 5w,1.0,2024,12,86364,Reparación / Servicio,01001-02008,REPUESTO FALTANTE,SIN MARCA
10000472,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,1,114726,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000489,SIN_CODIGO,Interruptor De Freno Electronico,1.0,2025,1,78660,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000490,01001-010078,Liquido De Freno Dot 4,3.0,2025,1,82641,Reparación / Servicio,01001-010078,REPUESTO FALTANTE,SIN MARCA
10000438,01001-06028,Filtro De Cabina A/c (honda),1.0,2024,12,147196,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000484,SIN_CODIGO,Filtro De Aceite,1.0,2025,1,91268,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000483,MC,Material Consumible,1.0,2025,1,167512,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000461,SIN_CODIGO,Filtro De Aire De Motor,1.0,2024,12,64423,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000488,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,1,108692,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000517,SIN_CODIGO,Jgo. De Valvulas,1.0,2025,2,86365,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000503,SIN_CODIGO,Manguera De Brida,1.0,2025,1,99513,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000519,01001-01032,Aceite De Motor Sae 5w-30,5.0,2025,2,74250,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000520,01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,4.0,2025,2,81912,Reparación / Servicio,01001-04008,REPUESTO FALTANTE,SIN MARCA
10000527,01001-03007,Arandela De Tapon De Carter,1.0,2025,2,34273,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000514,SIN_CODIGO,Modulo De Ventiladores (original),1.0,2025,2,57471,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000524,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,2,73864,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000524,MC,Material Consumible,1.0,2025,2,73864,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000533,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,2,77318,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000532,SIN_CODIGO,Filtro De Combustible,1.0,2025,2,86760,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000535,01001-01032,Aceite De Motor Sae 5w-30,5.0,2025,2,50344,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000542,SIN_CODIGO,Polea Intermedia (compatible),1.0,2025,2,186593,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000531,01001-03092,Reten Palier  Derecho 35x58x8,1.0,2025,2,186286,Reparación / Servicio,01001-03092,REPUESTO FALTANTE,SIN MARCA
10000530,SIN_CODIGO,Conjunto De Embrague,1.0,2025,2,110261,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000530,01001-010078,Liquido De Freno Dot 4,1.0,2025,2,110261,Reparación / Servicio,01001-010078,REPUESTO FALTANTE,SIN MARCA
10000562,MC,Material Consumible,1.0,2025,3,82086,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000578,SIN_CODIGO,Templador De Correa De Accesorios,1.0,2025,3,69750,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000553,SIN_CODIGO,Filtro De Combustible,1.0,2025,3,110485,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000553,MC,Material Consumible,1.0,2025,3,110485,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000552,SIN_CODIGO,Antigolpes De Amortiguadores,4.0,2025,3,241176,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000566,SIN_CODIGO,Tapa De Balancines Delantera,1.0,2025,3,151812,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000582,SIN_CODIGO,Pastillas Delanteras De Freno,1.0,2025,3,22847,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000573,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,3,57874,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000575,SIN_CODIGO,Faja De Alternador,1.0,2025,3,125001,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000580,01001-03007,Arandela De Tapon De Carter,1.0,2025,3,70955,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000580,01001-06064,Filtro De Cabina A/c,1.0,2025,3,70955,Reparación / Servicio,01001-06064,REPUESTO FALTANTE,SIN MARCA
10000590,01001-01022,Aceite De Motor Diesel 15w40,8.0,2025,3,94895,Reparación / Servicio,01001-01022,REPUESTO FALTANTE,SIN MARCA
10000583,01001-09022,"Plumilla 14""""",1.0,2025,3,13285,Reparación / Servicio,01001-09022,REPUESTO FALTANTE,SIN MARCA
