CODIGO,DESCRIPCION,N_OT,CANTIDAD,PRECIO_UNITARIO,SUBTOTAL,IGV,TOTAL,FECHA_REGISTRO,REPARAR,C_MONEDA,N_PROFORMA,C_PROMOCION
01001-03007,Arandela De Tapon De Carter,10001263,1,5.5,5.5,0.99,6.49,20/05/2026 12:30:54 PM,0,S,0,
01001-06027,Filtro De Aire,10001263,1,65,65,11.7,76.7,20/05/2026 12:30:54 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10001263,1,75,75,13.5,88.5,20/05/2026 12:30:54 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001263,1,9.5,9.5,1.71,11.21,20/05/2026 12:30:54 PM,0,S,0,
MC,Material Consumible,10001263,1,75,75,13.5,88.5,20/05/2026 12:30:54 PM,0,S,0,
01001-02015,Bateria Bosch - 75b-24ls (58d-51r),10001246,1,360,360,64.8,424.8,19/05/2026 04:14:23 PM,0,S,0,
01001-02067,Foco Lagrimon Ambar 01 Contacto,10001268,1,25.42,25.42,4.58,30,20/05/2026 12:27:54 PM,0,S,0,
01001-06086,Filtro De Aceite,10001265,1,45,42.75,7.7,50.45,21/05/2026 05:03:11 PM,0,S,0,
01001-06027,Filtro De Aire,10001265,1,65,61.75,11.12,72.87,21/05/2026 05:03:11 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10001265,1,75,71.25,12.83,84.08,21/05/2026 05:03:11 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001009,1,5.5,5.5,0.99,6.49,08/01/2026 04:20:52 PM,0,S,0,
MC,Material Consumible,10001009,1,75,75,13.5,88.5,08/01/2026 04:20:52 PM,0,S,0,
01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,10000974,1,6.85,6.85,1.23,8.08,19/12/2025 06:17:08 PM,0,S,0,
01001-06086,Filtro De Aceite,10000976,1,45,45,8.1,53.1,13/01/2026 03:27:25 PM,0,S,0,
01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,10000974,1,3.55,3.55,0.64,4.19,19/12/2025 06:17:08 PM,0,S,0,
01001-01502,Grasa De Palier,10000974,1,25,25,4.5,29.5,19/12/2025 06:17:08 PM,0,S,0,
MC,Material Consumible,10000974,1,75,75,13.5,88.5,19/12/2025 06:17:08 PM,0,S,0,
BPA40012,Aceite 5w40,10000976,5,49.5,247.5,44.55,292.05,13/01/2026 03:27:25 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000976,1,5.5,5.5,0.99,6.49,13/01/2026 03:27:25 PM,0,S,0,
MC,Material Consumible,10000976,1,75,75,13.5,88.5,13/01/2026 03:27:25 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000976,1,75,71.25,12.83,84.08,13/01/2026 03:30:52 PM,0,S,0,
01001-01002,Aceite De Motor 10w30,10000984,5,45,225,40.5,265.5,27/12/2025 03:32:33 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000984,1,5.5,5.5,0.99,6.49,27/12/2025 03:32:33 PM,0,S,0,
01001-06098,Filtro De Aceite,10000984,1,45,45,8.1,53.1,27/12/2025 03:32:33 PM,0,S,0,
01001-06027,Filtro De Aire,10000984,1,65,65,11.7,76.7,27/12/2025 03:32:33 PM,0,S,0,
01001-06069,Filtro De Cabina A/c (santa Fe),10000984,1,75,75,13.5,88.5,27/12/2025 03:32:33 PM,0,S,0,
MC,Material Consumible,10000984,1,75,75,13.5,88.5,27/12/2025 03:32:33 PM,0,S,0,
01001-06096,Filtro De Aire,10001004,1,116,104.4,18.79,123.19,08/01/2026 12:12:24 PM,0,S,0,
01001-01016,Aceite De Motor  5w40,10001004,8,56.66,407.95,73.43,481.38,08/01/2026 12:12:24 PM,0,S,0,
01001-21013,Silicona Neutra Gris Y Negra Alta Temp. 85 Gr.,10000983,4,15.68,62.72,11.29,74.01,31/12/2025 01:17:11 PM,0,S,0,
MC,Material Consumible,10000983,1,75,75,13.5,88.5,26/12/2025 10:35:45 AM,0,S,0,
01001-01022,Aceite De Motor Diesel 15w40,10000983,8,30,240,43.2,283.2,31/03/2026 03:50:10 PM,0,S,0,
01001-06104,Filtro De Aceite (petrolero),10000983,1,59,59,10.62,69.62,31/12/2025 01:17:11 PM,0,S,0,
MC,Material Consumible,10000980,1,75,75,13.5,88.5,30/12/2025 05:12:13 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001004,1,5.5,5.5,0.99,6.49,08/01/2026 12:12:24 PM,0,S,0,
01001-06046,Filtro De Aceite (elemento),10001004,1,59.45,53.5,9.63,63.13,08/01/2026 12:12:24 PM,0,S,0,
01001-06064,Filtro De Cabina A/c,10001004,1,154,138.6,24.95,163.55,08/01/2026 12:12:24 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001190,5,45,225,40.5,265.5,11/04/2026 11:24:21 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001190,1,5.5,5.5,0.99,6.49,11/04/2026 11:24:21 AM,0,S,0,
01001-06014,Filtro De Aceite,10001190,1,45,45,8.1,53.1,11/04/2026 11:24:21 AM,0,S,0,
01001-06027,Filtro De Aire,10001190,1,65,65,11.7,76.7,11/04/2026 11:24:21 AM,0,S,0,
01001-06028,Filtro De Cabina A/c,10001190,1,75,75,13.5,88.5,11/04/2026 11:24:21 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001190,1,9.5,0,0,0,11/04/2026 11:24:21 AM,0,S,0,
MC,Material Consumible,10001190,1,75,75,13.5,88.5,11/04/2026 11:24:21 AM,0,S,0,
01001-01012,Aceite Atf Dw1,10001190,3,140,420,75.6,495.6,11/04/2026 11:24:39 AM,0,S,0,
01001-01001,Aceite De Motor 5w30,10001193,6,56.66,339.96,61.19,401.15,13/04/2026 06:10:37 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001193,1,5.5,5.5,0.99,6.49,13/04/2026 06:10:37 PM,0,S,0,
MC,Material Consumible,10001193,1,75,75,13.5,88.5,13/04/2026 06:10:37 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001192,5,45,225,40.5,265.5,14/04/2026 01:16:04 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001192,1,5.5,5.5,0.99,6.49,14/04/2026 01:16:04 PM,0,S,0,
01001-06086,Filtro De Aceite,10001192,1,45,45,8.1,53.1,14/04/2026 01:16:04 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001192,1,9.5,9.5,1.71,11.21,14/04/2026 01:16:04 PM,0,S,0,
MC,Material Consumible,10001192,1,75,75,13.5,88.5,14/04/2026 01:16:04 PM,0,S,0,
01001-01032,Aceite De Motor Sae 5w-30,10001219,6,45,270,48.6,318.6,25/04/2026 03:30:26 PM,0,S,0,
MC,Material Consumible,10001231,1,75,75,13.5,88.5,29/04/2026 09:33:52 AM,0,S,0,
01001-02051,Foco 2 Cont. Base Metal P21/5w 12v,10001230,1,17,17,3.06,20.06,29/04/2026 12:39:32 PM,0,S,0,
01001-02008,Foco Lagrima Chico W5w 12v 5w,10001230,1,4.24,4.24,0.76,5,29/04/2026 12:39:32 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001265,1,5.5,5.5,0.99,6.49,21/05/2026 05:03:11 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001265,1,9.5,9.5,1.71,11.21,21/05/2026 05:03:11 PM,0,S,0,
MC,Material Consumible,10001265,1,75,75,13.5,88.5,21/05/2026 05:03:11 PM,0,S,0,
MC,Material Consumible,10001267,1,75,75,13.5,88.5,21/05/2026 12:33:19 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001207,6,45,270,48.6,318.6,20/04/2026 10:50:21 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001207,1,5.5,5.5,0.99,6.49,20/04/2026 10:50:21 AM,0,S,0,
01001-06014,Filtro De Aceite,10001207,1,48,48,8.64,56.64,20/04/2026 10:50:21 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001207,1,9.5,9.5,1.71,11.21,20/04/2026 10:50:21 AM,0,S,0,
MC,Material Consumible,10001207,1,75,75,13.5,88.5,20/04/2026 10:50:21 AM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10001207,1,120,120,21.6,141.6,20/04/2026 10:50:21 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001004,1,9.5,9.5,1.71,11.21,08/01/2026 12:12:24 PM,0,S,0,
MC,Material Consumible,10001004,1,75,75,13.5,88.5,08/01/2026 12:12:24 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001020,1,5.5,5.5,0.99,6.49,13/01/2026 02:45:53 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001005,5,45,213.75,38.48,252.23,08/01/2026 12:25:08 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001005,1,5.5,5.5,0.99,6.49,08/01/2026 12:16:16 PM,0,S,0,
01001-06086,Filtro De Aceite,10001005,1,45,42.75,7.7,50.45,08/01/2026 12:26:42 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001005,1,9.5,9.5,1.71,11.21,08/01/2026 12:16:16 PM,0,S,0,
01001-06027,Filtro De Aire,10001005,1,65,61.75,11.12,72.87,08/01/2026 12:25:08 PM,0,S,0,
MC,Material Consumible,10001005,1,75,75,13.5,88.5,08/01/2026 12:16:16 PM,0,S,0,
01001-010078,Liquido De Freno Dot 4,10001002,2,45,85.5,15.39,100.89,16/01/2026 12:33:18 PM,0,S,0,
01001-01001,Aceite De Motor 5w30,10001013,6,56.66,339.96,61.19,401.15,13/01/2026 02:39:26 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001013,1,5.5,5.5,0.99,6.49,13/01/2026 02:39:26 PM,0,S,0,
01001-06086,Filtro De Aceite,10001013,1,45,45,8.1,53.1,13/01/2026 02:39:26 PM,0,S,0,
01001-06027,Filtro De Aire,10001013,1,65,65,11.7,76.7,13/01/2026 02:39:26 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10001013,1,75,75,13.5,88.5,13/01/2026 02:39:26 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001013,1,9.5,9.5,1.71,11.21,13/01/2026 02:39:26 PM,0,S,0,
MC,Material Consumible,10001013,1,75,75,13.5,88.5,13/01/2026 02:39:26 PM,0,S,0,
01001-06035,Filtro De Aceite (bipper),10001007,1,34.96,34.96,6.29,41.25,09/01/2026 05:29:56 PM,0,S,0,
01001-01001,Aceite De Motor 5w30,10001020,6,56.66,339.96,61.19,401.15,13/01/2026 02:45:53 PM,0,S,0,
01001-06086,Filtro De Aceite,10001020,1,45,45,8.1,53.1,13/01/2026 02:45:53 PM,0,S,0,
01001-06027,Filtro De Aire,10001020,1,65,65,11.7,76.7,13/01/2026 02:45:53 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10001020,1,75,75,13.5,88.5,13/01/2026 02:45:53 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001020,1,9.5,9.5,1.71,11.21,13/01/2026 02:45:53 PM,0,S,0,
MC,Material Consumible,10001020,1,75,75,13.5,88.5,13/01/2026 02:45:53 PM,0,S,0,
01001-03008,Tapon De Carter,10001020,1,10,10,1.8,11.8,13/01/2026 02:45:53 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000833,1,120,120,21.6,141.6,19/01/2026 07:37:42 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001238,5,45,225,40.5,265.5,04/05/2026 02:50:00 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001238,1,5.5,5.5,0.99,6.49,04/05/2026 02:50:00 PM,0,S,0,
01001-06086,Filtro De Aceite,10001238,1,45,45,8.1,53.1,04/05/2026 02:50:00 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001238,1,9.5,9.5,1.71,11.21,04/05/2026 02:50:00 PM,0,S,0,
MC,Material Consumible,10001238,1,75,75,13.5,88.5,04/05/2026 02:50:00 PM,0,S,0,
01001-02065,Foco Xenon D1s 35w Pk32d-2,10001221,1,440.68,440.68,79.32,520,01/05/2026 10:33:07 AM,0,S,0,
MC,Material Consumible,10001235,1,75,75,13.5,88.5,07/05/2026 12:01:49 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001243,6,45,256.5,46.17,302.67,11/05/2026 03:18:01 PM,0,S,0,
01001-06086,Filtro De Aceite,10001243,1,45,42.75,7.7,50.45,11/05/2026 03:18:01 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001243,1,5.5,5.22,0.94,6.16,11/05/2026 03:18:01 PM,0,S,0,
01001-061107,Filtro De Aire,10001243,1,65,61.75,11.12,72.87,11/05/2026 03:18:01 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10001243,1,75,71.25,12.83,84.08,11/05/2026 03:18:01 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001243,1,9.5,9.02,1.62,10.64,11/05/2026 03:18:01 PM,0,S,0,
MC,Material Consumible,10001243,1,75,75,13.5,88.5,11/05/2026 03:18:01 PM,0,S,0,
01001-01005,Aceite De D/h,10001243,4,60,240,43.2,283.2,07/05/2026 09:41:15 AM,0,S,0,
01001-02008,Foco Lagrima Chico W5w 12v 5w,10001246,2,4.24,8.48,1.53,10.01,19/05/2026 04:14:23 PM,0,S,0,
01001-01002,Aceite De Motor 10w30,10001249,7,45,315,56.7,371.7,08/05/2026 04:36:02 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001249,1,5.5,5.5,0.99,6.49,08/05/2026 04:36:02 PM,0,S,0,
01001-06027,Filtro De Aire,10001249,1,65,65,11.7,76.7,08/05/2026 04:36:02 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10001249,1,75,75,13.5,88.5,08/05/2026 04:36:02 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001249,1,9.5,9.5,1.71,11.21,08/05/2026 04:36:02 PM,0,S,0,
MC,Material Consumible,10001249,1,75,75,13.5,88.5,08/05/2026 04:36:02 PM,0,S,0,
01001-21013,Silicona Neutra Gris Y Negra Alta Temp. 85 Gr.,10001259,1,15.68,15.68,2.82,18.5,21/05/2026 08:19:22 AM,0,S,0,
01001-01023,Aceite De Caja Mecanica 80w90,10001259,1,46,46,8.28,54.28,27/05/2026 08:52:48 AM,0,S,0,
01001-02059,Foco Iodo H-4 12v 60/55w,10001252,2,38.14,76.28,13.73,90.01,14/05/2026 07:50:37 PM,0,S,0,
MC,Material Consumible,10001026,1,75,75,13.5,88.5,24/01/2026 08:24:22 PM,0,S,0,
MC,Material Consumible,10001270,1,75,75,13.5,88.5,26/05/2026 10:22:59 AM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001027,4,45,180,32.4,212.4,20/01/2026 11:12:59 AM,0,S,0,
01001-06086,Filtro De Aceite,10001027,1,45,45,8.1,53.1,20/01/2026 07:20:00 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001027,1,5.5,5.5,0.99,6.49,20/01/2026 07:20:00 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001027,1,9.5,9.5,1.71,11.21,20/01/2026 07:20:00 PM,0,S,0,
MC,Material Consumible,10001027,1,75,75,13.5,88.5,20/01/2026 07:20:00 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001043,6,45,270,48.6,318.6,27/01/2026 06:44:10 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001047,5,45,225,40.5,265.5,28/01/2026 05:35:37 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001043,1,5.5,5.5,0.99,6.49,27/01/2026 06:44:10 PM,0,S,0,
01001-06086,Filtro De Aceite,10001043,1,45,45,8.1,53.1,27/01/2026 06:44:10 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001043,1,9.5,9.5,1.71,11.21,27/01/2026 06:44:10 PM,0,S,0,
MC,Material Consumible,10001043,1,75,75,13.5,88.5,27/01/2026 06:44:10 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001047,1,5.5,5.5,0.99,6.49,28/01/2026 05:35:37 PM,0,S,0,
01001-06086,Filtro De Aceite,10001047,1,45,45,8.1,53.1,28/01/2026 05:35:37 PM,0,S,0,
MC,Material Consumible,10001047,1,75,75,13.5,88.5,28/01/2026 05:35:37 PM,0,S,0,
01001-02015,Bateria Bosch - 75b-24ls (58d-51r),10001060,1,457.63,457.63,82.37,540,02/02/2026 09:28:49 AM,0,S,0,
MC,Material Consumible,10001057,1,75,75,13.5,88.5,02/02/2026 10:19:29 AM,0,S,0,
01001-01001,Aceite De Motor 5w30,10001069,6,56.66,312.76,56.3,369.06,12/02/2026 09:20:51 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001069,1,5.5,5.5,0.99,6.49,12/02/2026 09:20:51 AM,0,S,0,
01001-06072,Filtro De Aceite,10001069,1,50,50,9,59,12/02/2026 09:20:51 AM,0,S,0,
01001-06070,Filtro De Aire,10001069,1,65.5,62.22,11.2,73.42,12/02/2026 09:20:51 AM,0,S,0,
01001-06003,Filtro De Cabina A/c,10001069,1,85,80.75,14.54,95.29,12/02/2026 09:20:51 AM,0,S,0,
MC,Material Consumible,10001069,1,75,75,13.5,88.5,12/02/2026 09:22:17 AM,0,S,0,
01001-21041,Aditivo Ceramico Protector De Motor,10000830,1,105,105,18.9,123.9,04/11/2025 11:13:10 AM,0,S,0,
01001-02053,Foco 1 Cont. Base Metal. 12v,10000830,2,18,36,6.48,42.48,04/11/2025 11:13:10 AM,0,S,0,
01001-01510,Aditivo Limpiador De Sistema De Lubricacion,10000830,1,65,65,11.7,76.7,04/11/2025 11:13:10 AM,0,S,0,
MC,Material Consumible,10000830,1,75,75,13.5,88.5,04/11/2025 11:13:10 AM,0,S,0,
01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,10000834,2,6.85,13.7,2.47,16.17,23/09/2025 06:40:28 PM,0,S,0,
01001-04002,Poncho De Palier Ext.,10000834,2,40,80,14.4,94.4,23/09/2025 06:40:28 PM,0,S,0,
01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,10000834,2,3.55,7.1,1.28,8.38,23/09/2025 06:40:28 PM,0,S,0,
01001-01502,Grasa De Palier,10000834,2,25,50,9,59,23/09/2025 06:40:28 PM,0,S,0,
MC,Material Consumible,10000834,1,75,0,0,0,23/09/2025 06:40:28 PM,0,S,0,
01001-04015,Poncho De Palier Int.,10000834,2,42.38,84.76,15.26,100.02,23/09/2025 06:39:59 PM,0,S,0,
01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,10000834,2,6.85,13.7,2.47,16.17,23/09/2025 06:39:59 PM,0,S,0,
01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,10000834,2,3.55,7.1,1.28,8.38,23/09/2025 06:39:59 PM,0,S,0,
01001-01502,Grasa De Palier,10000834,2,25,50,9,59,23/09/2025 06:39:59 PM,0,S,0,
MC,Material Consumible,10000834,1,75,0,0,0,23/09/2025 06:39:59 PM,0,S,0,
01001-01016,Aceite De Motor  5w40,10000837,4,45,180,32.4,212.4,12/09/2025 10:59:57 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000837,1,5.5,5.5,0.99,6.49,12/09/2025 10:59:57 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000837,1,9.5,9.5,1.71,11.21,12/09/2025 10:59:57 AM,0,S,0,
MC,Material Consumible,10000837,1,75,75,13.5,88.5,12/09/2025 10:59:57 AM,0,S,0,
MC,Material Consumible,10001121,1,75,75,13.5,88.5,04/03/2026 01:11:49 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001258,1,45,45,8.1,53.1,12/05/2026 01:43:27 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001258,1,5.5,5.5,0.99,6.49,12/05/2026 01:43:27 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10001218,5,45,225,40.5,265.5,21/04/2026 05:17:52 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10001218,1,5.5,5.5,0.99,6.49,21/04/2026 05:17:52 PM,0,S,0,
01001-06086,Filtro De Aceite,10001218,1,45,45,8.1,53.1,21/04/2026 05:17:52 PM,0,S,0,
01001-06027,Filtro De Aire,10001218,1,65,65,11.7,76.7,21/04/2026 05:17:52 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10001218,1,75,75,13.5,88.5,21/04/2026 05:17:52 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001218,1,9.5,9.5,1.71,11.21,21/04/2026 05:17:52 PM,0,S,0,
MC,Material Consumible,10001218,1,75,75,13.5,88.5,21/04/2026 05:17:52 PM,0,S,0,
01001-03007,Arandela de tapon de carter,10001219,1,5.5,5.5,0.99,6.49,25/04/2026 03:30:25 PM,0,S,0,
01001-06086,Filtro de aceite,10001219,1,45,45,8.1,53.1,25/04/2026 03:30:25 PM,0,S,0,
01001-06027,Filtro de aire,10001219,1,65,65,11.7,76.7,25/04/2026 03:30:25 PM,0,S,0,
01001-06028,Filtro de cabina a/c,10001219,1,75,75,13.5,88.5,25/04/2026 03:30:25 PM,0,S,0,
01001-01501,Kit de limpieza sistema gasolina e inyectores,10001219,1,120,120,21.6,141.6,25/04/2026 03:30:25 PM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10001219,1,9.5,9.5,1.71,11.21,25/04/2026 03:30:25 PM,0,S,0,
MC,Material Consumible,10001219,1,75,75,13.5,88.5,25/04/2026 03:30:25 PM,0,S,0,
MC,Material Consumible,10001225,1,75,75,13.5,88.5,25/04/2026 03:35:59 PM,0,S,0,
01001-06014,Filtro De Aceite,10001258,4,45,180,32.4,212.4,12/05/2026 01:43:27 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10001258,1,9.5,9.5,1.71,11.21,12/05/2026 01:43:27 PM,0,S,0,
MC,Material Consumible,10001258,1,75,75,13.5,88.5,12/05/2026 01:43:27 PM,0,S,0,
01001-09027,"Plumilla 19"" Hibrida",10000975,1,50,50,9,59,22/12/2025 06:05:20 PM,0,S,0,
01001-09029,"Plumilla 26"" Hibrida",10000975,1,55,55,9.9,64.9,22/12/2025 06:05:20 PM,0,S,0,
01001-25009,Bateria Bosch - 105d-26l,10000975,1,525,525,94.5,619.5,22/12/2025 06:05:20 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10000978,6,45,270,48.6,318.6,22/12/2025 09:11:41 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000978,1,5.5,5.5,0.99,6.49,22/12/2025 09:11:41 AM,0,S,0,
01001-06086,Filtro De Aceite,10000978,1,45,45,8.1,53.1,22/12/2025 09:11:41 AM,0,S,0,
01001-06027,Filtro De Aire,10000978,1,65,65,11.7,76.7,22/12/2025 09:11:41 AM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000978,1,75,75,13.5,88.5,22/12/2025 09:11:41 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000978,1,9.5,9.5,1.71,11.21,22/12/2025 09:11:41 AM,0,S,0,
MC,Material Consumible,10000978,1,75,75,13.5,88.5,22/12/2025 09:11:41 AM,0,S,0,
01001-02054,Foco H11 12v 55w.,10000978,1,60,60,10.8,70.8,22/12/2025 09:11:41 AM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10000975,5,45,225,40.5,265.5,22/12/2025 06:05:20 PM,0,S,0,
01001-01001,Aceite De Motor 5w30,10000987,7,56.66,396.62,71.39,468.01,29/12/2025 09:19:12 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000987,1,5.5,5.5,0.99,6.49,29/12/2025 09:19:12 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000987,1,9.5,9.5,1.71,11.21,29/12/2025 09:19:12 AM,0,S,0,
MC,Material Consumible,10000987,1,75,75,13.5,88.5,29/12/2025 09:19:12 AM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10000996,5,45,225,40.5,265.5,31/12/2025 10:57:08 AM,0,S,0,
01001-06086,Filtro De Aceite,10000996,1,45,45,8.1,53.1,31/12/2025 10:57:08 AM,0,S,0,
01001-06027,Filtro De Aire,10000996,1,65,65,11.7,76.7,31/12/2025 10:57:08 AM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000996,1,75,75,13.5,88.5,31/12/2025 10:57:08 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000996,1,5.5,5.5,0.99,6.49,31/12/2025 10:57:08 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000996,1,9.5,9.5,1.71,11.21,31/12/2025 10:57:08 AM,0,S,0,
MC,Material Consumible,10000996,1,75,75,13.5,88.5,31/12/2025 10:57:08 AM,0,S,0,
01001-01035,Aceite De Caja Cvt,10000996,4,160,640,115.2,755.2,31/12/2025 10:57:08 AM,0,S,0,
MC,Material Consumible,10000982,1,75,75,13.5,88.5,31/12/2025 01:10:42 PM,0,S,0,
MC,Material Consumible,10000808,1,75,75,13.5,88.5,21/08/2025 07:00:27 PM,0,S,0,
01001-01005,Aceite De D/h,10000804,3,60,180,32.4,212.4,20/08/2025 10:13:06 AM,0,S,0,
01001-06086,Filtro De Aceite,10000804,1,25,25,4.5,29.5,23/08/2025 09:32:50 AM,0,S,0,
01001-01002,Aceite De Motor 10w30,10000804,5,35,175,31.5,206.5,23/08/2025 09:32:50 AM,0,S,0,
01001-01026,Refrigerante,10000816,1,110.18,110.18,19.83,130.01,25/08/2025 01:50:55 PM,0,S,0,
MC,Material Consumible,10000819,1,75,75,13.5,88.5,26/08/2025 07:52:32 PM,0,S,0,
01001-03010,Abrazadera Multiuso De Manguera,10000816,2,5.59,11.18,2.01,13.19,25/08/2025 01:51:53 PM,0,S,0,
01001-03015,Empaque Vtc,10000831,1,55.25,55.25,9.95,65.2,03/09/2025 04:22:05 PM,0,S,0,
01001-03014,Empaque De Valvula Vtec,10000831,1,32.5,32.5,5.85,38.35,03/09/2025 04:22:05 PM,0,S,0,
01001-03106,Oring Valvula Vtc 13x1.5,10000831,1,16.25,16.25,2.93,19.18,03/09/2025 04:22:05 PM,0,S,0,
MC,Material Consumible,10000831,1,75,75,13.5,88.5,03/09/2025 04:22:05 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10000843,6,45,270,48.6,318.6,12/09/2025 09:32:05 AM,0,S,0,
01001-06086,Filtro De Aceite,10000843,1,45,45,8.1,53.1,12/09/2025 09:32:05 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000843,1,5.5,5.5,0.99,6.49,12/09/2025 09:32:05 AM,0,S,0,
MC,Material Consumible,10000843,1,75,75,13.5,88.5,12/09/2025 09:32:05 AM,0,S,0,
01001-02008,Foco Lagrima Chico W5w 12v 5w,10000843,1,3.5,3.5,0.63,4.13,12/09/2025 09:32:06 AM,0,S,0,
MC,Material Consumible,10000828,1,75,75,13.5,88.5,12/09/2025 09:46:09 AM,0,S,0,
01001-01001,Aceite De Motor 5w30,10000858,6,56.66,339.96,61.19,401.15,25/09/2025 04:40:39 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000861,1,5.5,5.5,0.99,6.49,27/09/2025 12:14:05 PM,0,S,0,
