OT,FECHA,PLACA,C_USUARIO,C_SEGURO,C_BROKER,C_TIPOOT,C_RECORDATORIO,KM,FHSALIDA,VIN,C_ESTADO,FHACTUALREG,COLOR,REQUERIMIENTO,CODIGO,DESCRIPCION,N_OT,CANTIDAD,PRECIO_UNITARIO,SUBTOTAL,IGV,TOTAL,FECHA_REGISTRO,REPARAR,C_MONEDA,N_PROFORMA,C_PROMOCION,N_OC,CANTIDAD_oc,OBSERVACION,PRECIO_UNITARIO_oc,TOTAL_oc,C_REPUESTO,IDINTERNO
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-06002,Filtro De Aceite Std.,10000277,1,39.5,39.5,7.11,46.61,21/08/2024 12:18:44 PM,0,S,0,,10000242,1,Requerimiento Inmediato,16.95,16.95,01001-06002,50359253
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-06002,Filtro De Aceite Std.,10000277,1,39.5,39.5,7.11,46.61,21/08/2024 12:18:44 PM,0,S,0,,10000230,1,Requerimiento Inmediato,12.71,12.71,01001-06002,50359016
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-06002,Filtro De Aceite Std.,10000277,1,39.5,39.5,7.11,46.61,21/08/2024 12:18:44 PM,0,S,0,,10000285,1,Requerimiento Inmediato,12.71,12.71,01001-06002,50359935
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-06002,Filtro De Aceite Std.,10000277,1,39.5,39.5,7.11,46.61,21/08/2024 12:18:44 PM,0,S,0,,10000273,1,Requerimiento Inmediato,12.71,12.71,01001-06002,50359735
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-06002,Filtro De Aceite Std.,10000277,1,39.5,39.5,7.11,46.61,21/08/2024 12:18:44 PM,0,S,0,,10000196,1,Requerimiento Inmediato,12.71,12.71,01001-06002,50358475
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-06002,Filtro De Aceite Std.,10000277,1,39.5,39.5,7.11,46.61,21/08/2024 12:18:44 PM,0,S,0,,10000203,1,Requerimiento Inmediato,12.72,12.72,01001-06002,50358614
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-06002,Filtro De Aceite Std.,10000277,1,39.5,39.5,7.11,46.61,21/08/2024 12:18:44 PM,0,S,0,,10000224,1,Requerimiento Inmediato,12.71,12.71,01001-06002,50358955
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,BPA000000060010,Spray De Zinc,10000277,1,33,33,5.94,38.94,23/08/2024 04:47:42 PM,0,S,0,,,,,,,,
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-01506,Undercoating 1lt,10000277,3,71.26,213.78,38.48,252.26,23/08/2024 04:47:42 PM,0,S,0,,10000146,6,,43.18,259.08,01001-01506,50357553
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-01506,Undercoating 1lt,10000277,3,71.26,213.78,38.48,252.26,23/08/2024 04:47:42 PM,0,S,0,,10000201,12,,43.18,518.16,01001-01506,50358573
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,BPA000000000035,"Tuercas De Rueda , Aro De Aleacion",10000277,1,40,40,7.2,47.2,21/08/2024 12:18:44 PM,0,S,0,,,,,,,,
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05005,Esparrago De Rueda,10000277,1,10,10,1.8,11.8,21/08/2024 12:18:44 PM,0,S,0,,10000040,2,,4.66,9.32,01001-05005,50356033
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05005,Esparrago De Rueda,10000277,1,10,10,1.8,11.8,21/08/2024 12:18:44 PM,0,S,0,,10000049,2,,4.16,8.32,01001-05005,50356213
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05005,Esparrago De Rueda,10000277,1,10,10,1.8,11.8,21/08/2024 12:18:44 PM,0,S,0,,10000274,1,Requerimiento Inmediato,4.24,4.24,01001-05005,50359753
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-01006,Liquido De Freno Dot4  500ml,10000277,1,45,45,8.1,53.1,21/08/2024 12:18:44 PM,0,S,0,,10000014,24,,16.88,405.12,01001-01006,50355573
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000007,1,Requerimiento Inmediato,127.12,127.12,01001-05002,50355473
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000264,1,Requerimiento Inmediato,101.7,101.7,01001-05002,50359573
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000275,1,Requerimiento Inmediato,118.64,118.64,01001-05002,50359773
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000297,1,Requerimiento Inmediato,93.22,93.22,01001-05002,50360134
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000324,1,Requerimiento Inmediato,118.64,118.64,01001-05002,50360553
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000208,1,Requerimiento Inmediato,127.12,127.12,01001-05002,50358694
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000245,1,Requerimiento Inmediato,135.59,135.59,01001-05002,50359294
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000298,1,Requerimiento Inmediato,93.22,93.22,01001-05002,50360153
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000225,1,Requerimiento Inmediato,144.07,144.07,01001-05002,50358973
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05002,Pastillas De Freno Delt.,10000277,1,280,280,50.4,330.4,21/08/2024 12:18:44 PM,0,S,0,,10000356,1,Requerimiento Inmediato,84.74,84.74,01001-05002,50361114
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05059,Bocina De Trapecio Delt. (subaru),10000277,2,90,180,32.4,212.4,24/08/2024 12:22:34 PM,0,S,0,,10000240,2,Requerimiento Inmediato,63.56,127.12,01001-05059,50359213
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-05059,Bocina De Trapecio Delt. (subaru),10000277,2,90,180,32.4,212.4,24/08/2024 12:22:34 PM,0,S,0,,10000304,2,Requerimiento Inmediato,38.14,76.28,01001-05059,50360253
10000277,08/08/2024 12:46:04 PM,BTR020 ,10002907,99,,R,,41085,22/08/2024 07:47:44 PM,JF1GT7LL5KG088900,S7,23/08/2024 04:23:01 PM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) SERVICIO DE FRENOS. 3) CAMBIO DE BATERIA Y REVISION DE SISTEMA DE CARGA.,01001-08007,Neumatico 205/50r17 89v T001 (bridgestone),10000277,1,901.14,901.14,162.21,1063.35,21/08/2024 12:18:44 PM,0,S,0,,10000276,1,Requerimiento Inmediato,703.39,703.39,01001-08007,50359793
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000292,1,9.5,9.5,1.71,11.21,23/08/2024 02:35:00 PM,0,S,0,,,,,,,,
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-03007,Arandela de tapon de carter,10000292,1,5.5,5.5,0.99,6.49,23/08/2024 02:35:00 PM,0,S,0,,10000027,2,,1.47,2.94,01001-03007,50355774
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-03007,Arandela de tapon de carter,10000292,1,5.5,5.5,0.99,6.49,23/08/2024 02:35:00 PM,0,S,0,,10000062,5,,0.85,4.25,01001-03007,50356436
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,MC,Material consumible,10000292,1,75,75,13.5,88.5,23/08/2024 02:35:00 PM,0,S,0,,,,,,,,
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06086,Filtro De Aceite Compatible,10000292,1,38,38,6.84,44.84,23/08/2024 02:35:00 PM,0,S,0,,10000293,5,,11.02,55.1,01001-06086,50360073
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06086,Filtro De Aceite Compatible,10000292,1,38,38,6.84,44.84,23/08/2024 02:35:00 PM,0,S,0,,10000331,5,,10.17,50.85,01001-06086,50360693
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06086,Filtro De Aceite Compatible,10000292,1,38,38,6.84,44.84,23/08/2024 02:35:00 PM,0,S,0,,10000335,5,,10.17,50.85,01001-06086,50360753
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-01002,Aceite De Motor 10w30,10000292,6,45,270,48.6,318.6,26/08/2024 12:20:32 PM,0,S,0,,10000151,32,,20.12,643.84,01001-01002,50357596
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-01002,Aceite De Motor 10w30,10000292,6,45,270,48.6,318.6,26/08/2024 12:20:32 PM,0,S,0,,10000003,32,,20.12,643.84,01001-01002,50355394
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-01002,Aceite De Motor 10w30,10000292,6,45,270,48.6,318.6,26/08/2024 12:20:32 PM,0,S,0,,10000089,32,,20.13,644.16,01001-01002,50356733
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-01002,Aceite De Motor 10w30,10000292,6,45,270,48.6,318.6,26/08/2024 12:20:32 PM,0,S,0,,10000238,32,,20.12,643.84,01001-01002,50359175
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-02008,Foco Lagrima Chico W5w 12v 5w,10000292,3,8.47,25.41,4.57,29.98,26/08/2024 12:20:32 PM,0,S,0,,10000232,30,,1.01,30.3,01001-02008,50359053
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-02008,Foco Lagrima Chico W5w 12v 5w,10000292,3,8.47,25.41,4.57,29.98,26/08/2024 12:20:32 PM,0,S,0,,10000316,20,,0.94,18.8,01001-02008,50360453
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000182,1,Requerimiento Inmediato,21.19,21.19,01001-06027,50358193
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000072,2,,21.18,42.36,01001-06027,50356474
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000301,1,Requerimiento Inmediato,21.19,21.19,01001-06027,50360213
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000319,1,Requerimiento Inmediato,23.74,23.74,01001-06027,50360460
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000337,1,Requerimiento Inmediato,21.19,21.19,01001-06027,50360773
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000230,1,Requerimiento Inmediato,21.19,21.19,01001-06027,50359014
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000280,1,Requerimiento Inmediato,21.18,21.18,01001-06027,50359854
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000252,1,Requerimiento Inmediato,21.19,21.19,01001-06027,50359414
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000255,1,Requerimiento Inmediato,21.19,21.19,01001-06027,50359453
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06027,Filtro De Aire (honda),10000292,1,65,65,11.7,76.7,26/08/2024 12:20:32 PM,0,S,0,,10000224,1,Requerimiento Inmediato,21.19,21.19,01001-06027,50358953
10000292,23/08/2024 08:34:15 AM,AEU526 ,10002837,99,,R,,129418,04/09/2024 06:15:09 PM,5FNYF4850FB601406,S7,24/08/2024 10:37:55 AM,BLANCO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. 2) REPARACION DE CORTINA DE CONSOLA CENTRAL.,01001-06028,Filtro De Cabina A/c (honda),10000292,1,75,75,13.5,88.5,26/08/2024 12:20:32 PM,0,S,0,,10000162,1,Requerimiento Inmediato,21.19,21.19,01001-06028,50357794
